,aroma,weight,sweet,acid,salt,piquant,fat,bitter
"Aglianico, Italian Red, Basilicata, Southern Italy, Italy","[-3.4358232  -2.1557858  -1.020141   -5.040039   -1.0176864   5.3009233
  2.881021    0.69913906  1.0900707   0.13944821 -1.0541973   3.312338
  0.7662509  -3.5768764   1.1401526  -0.71433157  0.6949362  -0.7097592
 -0.18692535  0.38471532  0.21866244  0.6236003  -0.7874181   2.9238248
 -3.5270636   4.774966    1.3489013   1.3697727  -1.1095773  -2.2194765
 -1.1228112   6.150917   -2.271858   -1.3521005   0.35113898  1.6306438
  4.934389    0.01672185 -0.5267441  -0.8054832  -3.9378662  -4.9972377
 -4.3799243   0.29594186 -3.327135   -4.3650956   4.8112288   2.538555
 -1.9261383   1.3714275  -0.53021586  2.3160686  -2.1822345  -4.0617213
 -1.0793167   3.0053205   1.32824    -0.61160284 -1.7159337   2.3682432
 -1.3524499   0.49248052 -0.6201567   3.7862422  -0.7745905   0.6321688
  1.5070745  -0.9821788  -0.3364641  -1.2951032   0.63637614 -1.7685361
 -5.8127036  -0.25508904  2.0246732   0.20857374 -1.4120222   0.08492594
 -0.86631995  3.7561715   1.6464713   1.9983515  -1.0378753   0.8354607
  1.6652794  -1.702698   -2.4775715   1.2111925   2.2554858  -1.8913093
 -0.47528103  1.7459409   4.521578   -0.4280697   1.9146395  -1.5467724
 -2.6596472   2.2651327   1.529214   -0.10952143  2.3644865   4.0219865
  1.5786995   0.98421186 -0.20361696  1.6264627   1.6682318  -0.41130185
 -0.9180227   2.7788782   3.5769744  -1.8327684  -6.445639   -2.1883254
 -2.9700055  -0.469954   -2.932682   -1.9061966   1.2665439  -0.88129014
  0.4523316   1.2136356  -4.0391335  -1.2298007  -1.3467537  -5.5914655
  4.1636124  -0.7357562  -2.59667    -5.58239    -0.53860676 -6.4247413
 -4.229507    1.0071188   1.439543    0.7778135   2.9631572   1.1914563
 -0.28026414  0.2398053   1.5004634  -1.2198088  -1.5213197   1.3156329
 -0.5306791  -2.6592722  -0.05250457 -2.8433084  -0.5810173  -3.4881673
  3.6646123   0.70148206 -3.8001304   1.8257169   2.564729   -1.037716
  4.9039373  -2.6201377  -0.45623475  3.5379674   2.1067288   0.14761226
 -0.04422481  0.27979636 -1.55096     0.51909494 -0.66680765 -4.275921
 -1.3617586  -3.2185962   0.22912145  3.5466888  -1.1936907  -2.4336064
 -1.6122812  -1.2717345   2.63624    -3.966076    3.5032616   2.2727835
 -1.5177466  -1.3704215   0.49360782 -1.9555998   2.2260504  -1.7714117
  0.08938454 -2.3404274  -2.312505    3.5959294   0.9565276   4.3656993
  2.1885686  -0.12501083  0.8300702   3.081398    1.1098363  -1.5680951
 -0.86072445  1.2788581  -0.36395946 -2.5685396  -2.3539734  -0.37506133
 -2.7304902   0.7896937  -4.5261145   5.820796    1.6696148   1.553474
 -1.9869213   2.0152125   1.5566862  -0.47590828  0.18787532 -0.2526664
  2.7677498   3.9904563  -4.790799   -3.901011   -1.3228369  -5.5765834
  1.059225    3.8985963  -4.8525085   1.9407122   1.6145407  -3.7421021
  4.091496    2.1933458  -3.3303595   3.390621    4.7020273  -1.86315
  3.1817825  -3.4422426  -1.7715765   0.80949795  2.4306755   0.30464724
  2.7928166   2.5427008  -1.3396595   0.46439856  1.4574885   0.02450825
  3.1601      2.1688797   1.5950983  -4.7676916   6.046137    1.8257259
 -1.3989927   3.0036948  -0.53266305 -0.40910503 -0.6274163   0.37437943
 -1.365011   -2.1280162   1.919733    0.6340985   4.243548   -3.4295893
 -2.6062226   2.8651538  -1.2515823   1.054965   -0.20378438 -3.5694602
  7.09244     3.6297965  -0.58897907  5.3232727   0.2081373  -2.7279458
  4.313972    2.7754414   5.014864    3.1952999  -0.6104593   0.2878815
 -3.0363755   1.7095207  -0.39211956 -2.4577408   1.3551034  -0.5758082
  4.429088    1.5603821  -1.9397315  -3.7913766  -2.8953207  -1.7605315
  0.4979119  -0.653106   -6.298226   -4.971786   -4.6363225   1.0403169 ]",0.2800470327761766,0.13748087615931923,0.040583404148223146,,0.5091103066416889,0.3965192227355458,0.8838531844761389
"Aglianico, Italian Red, Campania, Southern Italy, Italy","[-3.511283   -1.4679579  -0.71623266 -4.9289384  -1.4212931   5.248591
  3.1049507   1.2492018   1.0344031  -0.05061306 -0.85573095  3.1848474
  0.7526774  -3.4924147   1.347779   -0.78448284  1.0860465  -0.77443093
 -0.4061345   0.2905316   0.4399016   0.3607907  -1.3384454   2.9469645
 -3.6969533   4.5393596   1.1961085   1.6189326  -1.3139344  -2.5098
 -1.3861635   5.789318   -2.018053   -0.8223186   0.4841791   1.4598532
  4.749565   -0.69128174 -0.4864941  -0.4563928  -3.7498615  -5.068721
 -4.299267    0.10696804 -3.292637   -4.3875437   4.49052     2.6444821
 -2.0420923   1.414871   -0.45934814  2.2133892  -2.3447864  -3.8643324
 -1.1015942   3.143999    1.2614319  -0.71621954 -1.2069921   2.6024008
 -1.0401068   0.8939141  -0.4591477   3.0967412  -0.40946317  1.0490493
  1.2204347  -1.147021   -0.7186156  -1.5129973   0.43553618 -1.8566345
 -5.786126   -0.14469887  2.6981673   0.03795102 -1.2576281  -0.09218516
 -1.4528093   3.465016    1.3258936   2.2761137  -1.0975428   0.41408515
  1.9066937  -2.202024   -2.619268    0.80413723  2.271587   -2.3448412
 -0.43761545  1.9693872   4.5408015  -0.29954404  2.1116471  -1.6882249
 -2.620138    2.066795    0.93328303 -0.13238333  2.7820873   3.5776327
  1.0008532   0.6485968   0.03942055  1.8606632   1.7093558  -0.32693598
 -1.0722432   2.530908    3.570228   -2.417378   -6.4589925  -2.3243022
 -3.0051105  -0.65750915 -2.8162222  -1.5626214   0.67431784 -1.2127467
  0.66196865  1.0939338  -4.211174   -1.4108437  -1.572909   -5.527083
  4.2330527  -0.35667104 -2.5112834  -4.9119163  -0.14023    -6.3086176
 -4.356658    0.8251755   1.3317864   0.7862227   3.1302211   0.8805838
 -0.83836555  0.23373574  0.92504525 -1.501753   -1.9272969   1.1474462
 -0.7746861  -2.588475   -0.13971303 -3.024139   -0.68782943 -3.57624
  3.373147    0.88660395 -3.9392037   2.068304    2.3431795  -1.3323258
  4.960573   -2.3334908  -0.58356726  3.2260618   1.6375445   0.24740611
  0.11292845  0.5173644  -1.2163944   0.84552467 -0.6953844  -4.4650545
 -1.7016547  -3.036354    0.5418185   3.5806744  -0.99153155 -2.9626994
 -1.5204861  -1.438203    2.2927985  -4.2132883   3.3565671   2.4974413
 -1.9545717  -1.010818    0.14075518 -1.9504433   2.3783493  -1.556964
 -0.24308346 -2.500236   -2.3200727   3.8347206   1.1805643   3.9008892
  2.0552173  -0.18677148  0.82083035  2.8592677   1.0017722  -1.3354394
 -1.0549365   1.6661676  -1.0642464  -2.4105358  -2.3346379  -0.38573247
 -3.1336157   1.0021036  -4.302557    6.193037    2.0546052   1.2211261
 -2.2088096   1.964717    1.7266126  -0.37109938 -0.16705292  0.03550281
  2.8838277   3.5639482  -4.9139714  -3.9214854  -1.2781142  -5.4703383
  0.84153575  3.744547   -4.5798593   2.3822966   1.5169135  -3.5812654
  3.9877374   2.2111812  -3.228728    3.7027667   4.5285625  -1.1758151
  3.0582385  -3.242269   -1.4822624   0.6478563   2.4291172   0.43766868
  2.5275068   2.7662518  -0.89106435  0.18787166  1.0440675  -0.0988096
  2.7931902   1.8814385   1.8362281  -4.4023495   6.1787705   1.5538722
 -1.257393    2.9393837  -0.2706542  -0.2666437  -0.2116517   0.2667512
 -1.2346673  -2.5158553   1.9252557   0.6602086   4.0547867  -3.6532338
 -2.7535121   2.7423995  -1.6175164   1.2653414  -0.4964699  -3.1970663
  6.413829    3.6159704  -0.4973854   5.011788    0.23267606 -3.0154312
  4.0546064   2.7780948   5.0729504   3.5063818  -0.66787654  0.05386709
 -2.563996    1.9147329  -0.15463097 -2.629591    1.1478877  -0.7122793
  4.296691    1.3810008  -1.6490115  -3.5931215  -2.871841   -1.6590532
  0.36285126 -0.62000465 -5.836217   -5.3312454  -4.7762938   1.1431592 ]",0.35019153927415986,0.22910525890725436,0.048258745701524754,,0.5151548583873224,0.409826991860499,0.7026047490124588
"Alsace white blend, White Blend, Alsace, France","[-2.2467296  -3.7864602  -1.5545522  -5.530592   -1.1463854   4.278612
  5.450941   -1.5433284   0.88463897  0.7288488   0.83408296  6.5168276
  0.76684475 -2.3776238  -0.21599682 -1.7868462  -1.1310703  -0.2591662
 -0.66102177  0.0780125   0.93259823  0.70054    -0.25336504  1.5364629
 -2.2575114   2.8652601   0.99668294  2.5859578  -3.5941904   0.06407794
  0.16138978  9.196703   -1.15226    -2.0054739   2.5362778   1.9849356
  4.9860816   2.5646865   0.82975197 -2.2518682  -4.49696    -1.7070179
 -3.5915747   1.8810482  -3.4542246  -4.330087    4.6170936   1.7646971
 -1.6448679   1.264787    0.18746287  3.331128   -0.6490788  -4.7434697
 -1.460658    4.5533166  -1.3488573   1.8631742  -4.539862    3.1190546
  0.60906416  0.21047953 -0.8028393   3.421699   -2.325914   -0.84036046
  0.6696341  -1.255231   -1.5154538   0.7359011   1.5072019   1.1456162
 -5.6224356  -1.5607992   0.4143005   0.48979643 -0.33062023 -2.1575954
  0.20646767  4.227469    2.5443408   2.60739     0.5477455   2.0454307
  3.5331163  -1.4374394  -0.65792495  0.29826596  0.39013997 -1.295129
 -1.4441437   2.350613    3.742485    0.22648717 -0.50978786 -1.3730608
 -2.8563206   1.9346348   0.33751512  0.4957647   2.094992    1.1712301
  0.7123131   2.4592528  -0.03378428  2.5328803   0.2194244   0.5506288
 -0.80362415  3.4079192   2.717909   -3.2031705  -6.1885233  -0.60196674
 -0.6863975  -1.6246762  -3.3319182   0.8039035   3.5605037   1.4714248
  1.2969025   0.5329653  -2.1971338  -2.2840605   1.6801835  -1.3270453
  5.6242704   0.9634671  -2.4386032  -0.8103757   1.126686   -5.916688
 -2.3076785   1.8941483   2.151204   -1.1636018   1.8188891  -1.6703378
  1.6990355   0.3920615   2.1589868  -0.05216676 -3.2511518   0.5923088
  1.1263969  -3.471021   -1.9736556  -1.1986637   0.6140477  -4.542925
  0.20432611 -0.614119   -2.050618    4.155636   -0.14631417 -0.36488706
  5.347889   -2.7857373  -3.480011    1.4121127   3.0199096  -0.62381554
  0.3910513   0.15737003 -1.81702     1.0852406  -0.86254114 -1.1891543
  0.18147999 -2.9472108   3.9103959   2.5041826  -3.836833   -2.1346872
 -2.5013778   0.36986506  2.1782134  -1.1237271   3.6397007  -3.1480207
  1.176365   -4.175614    1.5201662  -1.4164081   3.1474001  -0.10222363
 -0.7153123   1.3118249  -0.39062375  1.8674601  -1.4394932   3.5944912
 -0.76359594 -0.45224574 -0.10507695  2.6695583  -0.46418774  1.2494435
 -0.14734511 -0.6857842   0.76391417 -1.6516958  -3.6564434   2.4210956
 -2.3961673   2.030603   -3.7040534   6.7101727   0.79410636  2.5034976
 -1.7906699   2.424862    3.4535172  -1.4343705  -0.49146307  2.5377707
  3.9949706   3.9187002  -3.4917197   0.8266893  -2.2370894  -2.1180472
  0.7569977   3.7373674  -4.963201    1.1809752   2.938307   -3.2848759
  3.8203123   0.9015393  -0.75342864  2.7337923   3.6602683   0.19196144
  4.1439815  -4.7190766   2.8405674  -0.4440354   3.3691063   0.32173023
  2.5716736   1.0256292  -2.8188734   0.66877085  1.8531202  -1.6321384
  0.52269465  3.5097165   0.79026294 -3.9499469   2.910701    1.129791
  0.07456227  3.232699    1.8554003   1.2916274   0.84063315  3.5333858
 -2.590881   -2.0467496   1.9588608   2.430976    2.8401937  -4.2503486
 -2.8841133   0.7993342  -2.143148   -0.1253178  -2.2685282  -2.4014864
  3.5528722   3.8372204  -0.6488564   4.352447   -1.8024096  -2.3398755
 -1.8952451   2.4655006   3.5179572   1.5947824  -0.33358514  1.4891776
 -1.9952129   1.84439    -0.5910069  -1.3275374   3.8045776  -2.3343225
  3.2327752   0.42074406 -2.1098573  -2.773801   -6.2886777  -2.4299316
  1.6796758   0.27592242 -4.9883504  -3.3341582  -4.850478    0.58517647]",0.5049610605904751,0.09753519270926769,0.009181655282525106,,0.22308608728908655,0.46969169444249437,0.26712208005277827
"Arneis, Italian White, Piedmont, Northwest Italy, Italy","[-1.7156376e+00 -2.8731110e+00 -1.3598205e+00 -7.2133045e+00
 -1.7802365e+00  3.4378817e+00  5.1742053e+00 -1.6640302e+00
  2.2835398e-01 -1.7033655e-02  1.0233058e-01  5.8785515e+00
  1.7798268e+00 -2.3245904e+00 -9.5604855e-01 -3.1003840e+00
 -1.2108090e+00 -1.2403057e+00 -1.7429198e+00 -6.4523315e-01
  1.0575653e+00 -5.7538208e-02 -1.8841705e+00  2.6740389e+00
 -1.8013170e+00  2.5507696e+00 -1.7323573e-01  3.2569375e+00
 -3.8454130e+00 -4.6051735e-01 -1.4654269e+00  9.5778494e+00
 -1.2524178e+00 -1.7974427e+00  1.7384562e+00  1.6549243e+00
  5.2781553e+00  1.1737876e+00  1.2094337e+00 -1.0894321e+00
 -3.9234626e+00 -1.7352476e+00 -3.5323005e+00  1.2479092e+00
 -3.4291153e+00 -3.3793290e+00  4.0989523e+00  2.1611423e+00
 -2.2823417e+00  2.0771294e+00  7.3509765e-01  4.3284822e+00
 -1.6319306e+00 -5.1591139e+00 -1.0830816e+00  5.1052046e+00
 -1.5952408e+00  1.9307775e+00 -3.4971986e+00  4.1382494e+00
  6.2188452e-01  4.9833772e-01 -6.0452735e-01  2.1811745e+00
 -2.1498358e+00 -4.4975820e-01 -4.6015048e-01 -1.4291394e+00
 -2.0858800e+00 -1.9559081e-01  2.1437591e-01  1.1318811e+00
 -6.2631025e+00 -2.2723632e+00  1.3736371e+00  5.4022586e-01
  4.6492204e-02 -2.9168334e+00 -9.4052839e-01  4.1358519e+00
  1.8619668e+00  3.4498856e+00  8.1534147e-01  1.4952549e+00
  3.4165397e+00 -2.7410791e+00 -8.7759286e-01  1.2400354e-01
 -1.6917527e+00 -1.5750513e+00 -2.0178525e+00  2.4048901e+00
  3.4286437e+00  8.9950544e-01 -3.2309836e-01 -1.4830203e+00
 -2.4487824e+00  1.7656794e+00 -7.3914987e-01  1.3307941e+00
  3.6921325e+00  1.7074767e+00 -5.7449456e-02  2.6059308e+00
 -8.5007912e-03  3.7034261e+00 -2.6612115e-01  2.7348685e-01
 -1.1802384e+00  2.0615265e+00  4.4030485e+00 -5.3194547e+00
 -6.8563776e+00 -8.1804955e-01  3.7695727e-01 -1.1808573e+00
 -2.5037158e+00  8.1924570e-01  2.5524731e+00  3.7259769e-01
  2.2190495e+00  1.2504363e+00 -8.8046879e-01 -3.9346476e+00
  2.5609396e+00 -1.5169657e+00  7.8994594e+00  1.9469498e+00
 -1.6465327e+00  5.3989637e-01  1.7644963e+00 -6.6446657e+00
 -2.1985996e+00  2.0393977e+00  3.2795582e+00 -7.9628772e-01
  2.6302137e+00 -2.4884450e+00  2.8912492e+00 -2.2149596e-01
  2.4012504e+00 -8.1640208e-01 -3.6565151e+00  1.3570236e+00
  8.3239031e-01 -3.4488549e+00 -1.9183600e+00 -2.1811826e+00
  1.5219328e+00 -5.1141973e+00  1.4732679e+00  4.0795955e-01
 -1.6842245e+00  4.7554917e+00 -2.8630874e-01 -8.9061594e-01
  5.3454723e+00 -1.4497324e+00 -4.5033422e+00  1.4381056e+00
  3.1585641e+00 -1.9341842e+00  1.4609311e+00  6.5848273e-01
 -1.4537672e+00  2.9963784e+00 -1.6263816e+00 -3.2204177e+00
 -8.4525794e-01 -2.4933918e+00  5.2081380e+00  2.9561632e+00
 -3.6472428e+00 -2.9263873e+00 -3.4591157e+00  2.0687203e-01
  1.7721694e+00 -1.1994028e+00  3.1054220e+00 -2.6946754e+00
 -3.8766798e-02 -5.4704394e+00  1.9425321e+00 -1.5985558e+00
  3.3998458e+00  8.8047343e-01 -2.9064307e-01  4.6151268e-01
 -2.1227542e-01  1.9381272e+00 -1.7336628e+00  3.2980218e+00
 -1.1025350e+00 -1.0031681e+00  2.9821454e-02  2.1333396e+00
 -1.4706706e+00  1.8720514e+00 -5.5084115e-01  1.1237425e+00
 -1.2752796e+00 -5.8542144e-01 -2.6120901e+00  2.6222494e+00
 -2.8194425e+00  1.6865163e+00 -2.9670167e+00  6.5614314e+00
  2.7596862e+00  2.5585582e+00 -8.8639241e-01  3.1542892e+00
  3.2468112e+00 -9.0599710e-01 -2.5291262e+00  2.5593035e+00
  4.2088947e+00  3.4123549e+00 -5.6641417e+00  1.4659908e+00
 -1.7033416e+00 -1.2255863e+00  4.9696046e-01  5.2867899e+00
 -4.4426956e+00  1.7885514e+00  2.8523867e+00 -2.5900319e+00
  4.1912827e+00  8.1069887e-01 -1.1517704e+00  3.0226629e+00
  3.8034837e+00 -1.5742317e-01  5.7784853e+00 -4.5284448e+00
  1.4757057e+00 -1.8406684e+00  3.0916517e+00 -5.3712195e-01
  2.4901879e+00  1.8420774e+00 -2.4632692e+00 -4.4789517e-01
  5.1355076e-01 -2.1962371e+00  6.0414064e-01  3.3464339e+00
  7.7258897e-01 -4.3671618e+00  3.4750869e+00  1.0822405e+00
 -7.1970898e-01  4.1694374e+00  1.7828152e+00  1.5178866e+00
  1.9228547e+00  3.9019332e+00 -2.0890419e+00 -3.3550396e+00
  2.1810546e+00  3.2728531e+00  8.3704060e-01 -4.0144529e+00
 -3.9192388e+00  8.1950206e-01 -1.5805393e+00  1.0299988e+00
 -3.4710560e+00 -1.8560694e+00  4.3816252e+00  4.8837571e+00
  2.0633146e-01  4.3748465e+00 -1.9078860e+00 -3.3190055e+00
 -2.9922903e+00  3.0947073e+00  4.6043630e+00  2.1749041e+00
 -3.9484981e-01  1.6968689e+00 -2.2287672e+00  3.3191471e+00
 -1.9934213e-02 -1.2505579e+00  4.4007888e+00 -2.2527876e+00
  2.6490827e+00  9.2672771e-01 -2.1336856e+00 -2.4119315e+00
 -7.1433153e+00 -2.2362266e+00  1.8310645e+00  3.1029299e-01
 -5.1956520e+00 -4.0372486e+00 -6.8775210e+00  6.0469043e-01]",0.4110111157667865,0.37644358512838405,0.028301815951533634,,0.22254838491204382,0.6694498827420787,0.17238771782757142
"Austrian Red Blend, Red Blends, Burgenland, Austria","[-2.60769415e+00 -2.72691822e+00 -8.08739185e-01 -4.13069725e+00
 -1.06091952e+00  4.44426346e+00  3.08864450e+00  5.82485437e-01
  1.94274366e+00  9.48421419e-01 -1.71963573e-01  2.82789421e+00
  3.43423545e-01 -2.91386795e+00  1.24126291e+00  2.13268772e-01
  7.49420896e-02 -6.38744116e-01  1.33186901e+00  8.57783616e-01
 -1.22639678e-01 -8.48133489e-03  8.45299959e-01  3.00933194e+00
 -1.92390287e+00  3.38540649e+00  1.28990173e+00  2.27181077e+00
 -1.70069849e+00  6.25344932e-01  3.08643550e-01  6.54137039e+00
 -2.55812311e+00 -2.34643126e+00  1.13075852e+00  8.27811360e-01
  4.32663393e+00  1.54448295e+00 -6.79415524e-01  8.51688161e-03
 -4.50595856e+00 -4.27107048e+00 -4.05700064e+00  1.88922906e+00
 -3.92586398e+00 -3.00343442e+00  5.17618608e+00  9.28146839e-01
 -9.79964197e-01  6.48315012e-01  3.38881582e-01  3.18228602e+00
 -1.24293280e+00 -3.69885254e+00 -2.70934612e-01  2.56848526e+00
  8.77929389e-01  3.35516073e-02 -4.41512680e+00  3.18860888e+00
  1.03456008e+00  1.16609216e+00 -1.33160865e+00  3.08856297e+00
 -1.52797925e+00  1.26418352e+00  5.45565844e-01 -2.97067583e-01
 -7.05408454e-01 -6.71209931e-01  1.38911760e+00 -9.39732552e-01
 -3.42779112e+00 -3.27442616e-01  1.64927483e+00 -5.64851463e-01
 -1.22572370e-01 -5.83087564e-01 -1.43594122e+00  4.26194143e+00
 -1.99433029e-01  1.49711037e+00 -8.07421565e-01  1.44399941e+00
  2.24589181e+00 -1.31415355e+00 -1.01233828e+00 -6.17753506e-01
  1.84664440e+00 -1.99079919e+00 -6.32331431e-01  1.72604489e+00
  2.89631033e+00 -2.07898647e-01  2.95246840e+00 -2.10000321e-01
 -2.36724401e+00  9.70593154e-01  1.00675976e+00 -1.08866729e-01
  1.60641038e+00  2.56006622e+00  1.07055473e+00  1.94264877e+00
  2.81470895e-01  1.79297984e+00  1.49047244e+00  7.31469095e-01
 -9.54994798e-01  2.22265506e+00  2.66281438e+00 -2.08870935e+00
 -4.53131723e+00 -2.17721343e+00 -1.68705451e+00 -1.15145051e+00
 -3.13033938e+00 -6.31547347e-02  1.20047879e+00  2.35782176e-01
  1.31779563e+00 -5.35869837e-01 -2.40823102e+00 -4.27220225e-01
 -4.09811884e-01 -2.68930006e+00  3.41293454e+00 -2.11347546e-02
 -1.88726449e+00 -3.84843493e+00  5.96380234e-01 -5.00498009e+00
 -3.21837020e+00  1.27708113e+00  1.42802513e+00  6.11490548e-01
  4.18676186e+00  7.46764958e-01  1.54619962e-02  9.04957503e-02
  1.33564031e+00  1.65391844e-02 -1.65257311e+00  1.41341376e+00
 -5.06713152e-01 -2.49789453e+00 -3.30296643e-02 -1.32114410e+00
  6.73882723e-01 -2.67242718e+00  3.80212235e+00 -1.47409206e-02
 -3.75843477e+00  2.51794124e+00  1.58270347e+00  4.60229814e-01
  5.11776257e+00 -2.75816512e+00 -3.77430230e-01  2.39817071e+00
  2.91244936e+00  5.90703934e-02  1.43089175e+00 -2.60787606e-01
 -1.67957556e+00  1.03117537e+00 -1.05767734e-01 -2.24583364e+00
  7.95267045e-01 -2.29742956e+00  1.60764724e-01  2.58774471e+00
 -1.05513620e+00 -1.57694340e+00 -8.55651736e-01 -4.92994666e-01
  2.01597381e+00 -3.22693157e+00  2.64059877e+00 -6.04213119e-01
  4.30308096e-02 -1.93865490e+00 -6.28290653e-01  5.04544005e-04
  1.75731552e+00 -1.56419635e+00 -5.27659338e-03  3.31136167e-01
 -1.63965118e+00  2.89434814e+00 -1.23160374e+00  4.35799599e+00
  5.88412404e-01 -3.08574557e-01  1.25315881e+00  2.50973868e+00
  9.50510681e-01  1.00123920e-01 -3.51308323e-02 -7.55287483e-02
  3.70251536e-01 -2.22427630e+00 -2.30930853e+00  2.21688271e+00
 -1.62377393e+00  1.66947103e+00 -3.90857124e+00  5.37820816e+00
  7.39941418e-01  1.27755296e+00 -2.28505611e+00  1.40120852e+00
  2.44274807e+00 -1.71213734e+00 -7.69209146e-01  1.74459898e+00
  2.80525780e+00  3.13726020e+00 -3.04129672e+00 -2.24049664e+00
 -1.67231655e+00 -4.16981506e+00  1.39381790e+00  3.13719130e+00
 -5.29748535e+00  1.38722670e+00  1.59765887e+00 -2.25557709e+00
  2.90743661e+00  1.10837448e+00 -2.12552166e+00  2.76082134e+00
  4.15292835e+00 -3.08052748e-01  2.30500126e+00 -2.86010790e+00
  1.31144106e+00  1.36645877e+00  3.38546991e+00  2.71353990e-01
  2.52684093e+00  9.10669982e-01 -1.41823864e+00  1.11178660e+00
  6.94928646e-01 -9.71509889e-03  1.72571433e+00  1.08921123e+00
  1.17028081e+00 -3.37252259e+00  3.89836335e+00  3.11001825e+00
 -9.07154500e-01  1.63272190e+00  6.08510494e-01 -1.19702864e+00
 -5.81398129e-01  2.45036578e+00 -2.29192591e+00 -1.97004974e+00
  2.76356292e+00  1.16673768e-01  2.95015955e+00 -3.12368202e+00
 -2.11775374e+00  2.05505323e+00 -2.34935379e+00  1.79246783e+00
 -2.92279989e-01 -2.69835663e+00  5.80497169e+00  3.43707824e+00
 -6.30945563e-01  3.93093801e+00 -8.04140389e-01 -1.19886708e+00
  2.17829728e+00  2.30225134e+00  2.20898509e+00  1.57837033e+00
 -7.74786055e-01 -3.25217992e-01 -1.85248578e+00  1.96774828e+00
 -2.32998691e-02 -1.43087077e+00  1.61384499e+00 -1.49238253e+00
  2.97801328e+00  1.13320029e+00 -1.83214891e+00 -2.47339559e+00
 -2.94522858e+00 -1.88909173e+00  3.11373860e-01  1.27766383e+00
 -5.12341785e+00 -2.88029552e+00 -3.26859307e+00  1.41852772e+00]",0.48308712978421375,0.46394034222324954,0.023013088234373095,,0.3736619933804814,0.4108632418406674,0.5769593935513967
