,farthest,closest,average_vec
weight,-0.10838571935892105,0.5478493571281433,"[ 0.04344139 -0.1428447   0.12603265 -0.20343283 -0.09110953  0.45571497
  0.11705134 -0.34558588 -0.3181775  -0.6364927  -0.45876008 -0.06281557
 -0.30037254 -0.01599914  0.43495283  0.4708691  -0.42531416 -0.21027549
  1.1594021   0.594003    0.27148366  0.4561329   0.04741288  0.95554405
 -0.3123179  -0.40194747  0.20107831  0.2584187  -0.704251    0.12463439
  0.6557902   0.606844    0.48447058 -0.6451277  -0.20830642 -0.12702136
  0.03432462  0.1587735  -0.20719425  0.33547994 -0.07084326 -0.17569475
 -0.3944292  -0.16649547 -0.09863865 -0.38735548  0.03183777  0.58701307
 -0.21418847 -0.41508088  0.870681   -0.3016355   0.48885626  0.18167675
 -0.36241302  0.4059429   0.50606143 -0.54341567 -0.17253606 -0.23397009
  0.07214407 -0.0462944  -0.05870114  0.39274958  0.32454804  0.2346537
 -0.13282573 -0.26297817  0.38744527  0.13590297  0.0780497  -0.13599741
 -0.28757137  0.51437294  0.3684648  -0.5187959   0.65416664 -0.01961255
 -0.11829627  0.596799    0.34550706 -0.17901696 -0.42336622 -0.29992345
  0.72378606  0.9394349   0.14073928  0.0339398   0.07193412 -0.51305294
  0.09171569 -0.18774149 -0.5820006   0.1924493   0.7926294   0.01048434
  0.56555605  0.25414494 -0.03523106 -0.46036738 -0.2286179   0.30478725
 -0.59284735  0.4828541  -0.04886169  0.543649    0.36624655  0.65646744
 -0.67449325  0.5212794   0.06923144 -0.36620048  0.14530097 -0.9341288
 -0.42636245 -0.40875253 -0.46231157  0.07206372  0.2436424  -0.12260254
 -0.63320893  0.24077252 -0.32018176  0.5134407   0.2518804  -0.04534148
 -0.40314212 -0.41519928 -0.16909595 -0.4779296   0.3291916  -0.5856
  0.09401304  0.4787043  -0.20987096  0.01740812 -0.09472585 -0.06740799
  0.6904422   0.10583699 -0.32533166  0.13597453 -0.3320581   0.2847994
 -0.09061708 -0.27234834  0.11454373 -0.38335064  0.25436446 -0.4230599
  0.36870795 -0.26243535 -0.02899335  0.09195931  0.02701121 -0.29455766
 -0.07797558 -0.04837928 -0.21322371  0.03742046  0.67168796 -0.01336277
  0.08005355 -0.25029182 -0.5562261  -0.17707936 -0.24023628 -0.12078319
  0.59185207 -0.03720898 -0.21082592  0.27175027 -0.3317874  -0.07082305
 -0.41333428  0.27407175  0.96073467 -0.60587424  0.49728617 -0.19219124
  0.23268893  0.44851488  0.1266768  -0.14678837  0.08607239 -0.6043552
 -0.1452276   0.4120403  -0.6860666   0.54630905  0.36365026  0.05514862
 -0.5118217  -0.16516863  0.86971253  0.08122379  0.43002287 -0.03967469
 -0.36950666 -0.38407293  0.21915951  0.07774419  0.33580258  0.308022
  0.0655054   0.32816616 -0.02058014  0.9270817  -0.30751565 -0.03769753
 -1.1469882   0.41924015 -0.3372005   0.49404505 -0.3764085   0.04979567
 -0.22283386  0.4771986   0.68622977 -0.7366551   0.03039525 -0.6866621
 -0.11257909  0.6982384  -0.5603213   0.37809378 -0.25793102  0.05877434
  0.6221029   0.03895707 -0.24514525  0.32625595  0.31922513 -0.16124792
 -0.04039312 -0.19782649  0.6146105   0.20450905  0.61576045  0.00566574
 -0.05512514  0.283904   -0.12298226 -0.3178835   0.01389309  0.3853541
 -0.10793637 -0.21035695 -0.11704946  0.08113308 -0.25061262  0.7229539
 -0.173599   -0.2445115  -0.01592296 -0.5738807  -0.22345757 -0.68377936
 -0.14534105  0.22089423  0.23114692  0.01981144  0.34119192 -0.32543626
  0.29664406  0.43856058 -0.4518583  -0.7141395   0.61413944  0.0128687
  0.17796262  0.06874311 -0.20341437  0.29782963 -0.13671409 -0.23921022
  0.5159568   0.3644138  -0.4663468   0.50176513 -0.421971    0.360099
 -0.36959416  0.49915746  0.0964662   0.41738582  0.10227569  0.35125157
  0.3096893   0.09277217 -0.26311448  0.5438065   0.41079155 -0.2827846
  0.22945091 -0.2904238  -0.60150546 -0.46258357 -0.49774814 -0.21597783]"
sweet,-0.17164529860019684,0.5676389336585999,"[-1.85880307e-02  1.62892729e-01 -1.72431439e-01 -7.21376777e-01
 -1.45855010e+00  8.73327732e-01  6.59183860e-01  1.64598227e-01
 -6.99734330e-01 -3.09629500e-01  2.23386332e-01  1.13906765e+00
 -6.31040990e-01 -7.36965775e-01  3.00622493e-01 -3.33460838e-01
  7.43058980e-01 -1.31125367e+00  3.86985898e-01  4.60517973e-01
 -6.70367301e-01  4.47425902e-01 -1.26232302e+00  4.00022119e-01
  3.22536081e-01 -7.29610085e-01  5.53059638e-01  9.64940190e-01
 -1.78020668e+00  1.76175117e+00 -3.60862881e-01  1.41112161e+00
  5.61187625e-01 -6.33760452e-01 -3.42513502e-01  1.68316931e-01
  9.81488109e-01 -4.20664400e-01  3.87123287e-01  8.12300980e-01
 -1.25461793e+00  2.68312156e-01 -5.24026215e-01  3.33085626e-01
 -1.52105796e+00 -7.92168081e-01  1.54085708e+00  8.52577031e-01
 -1.58176398e+00  6.43595994e-01 -2.60874689e-01  2.09076241e-01
 -1.48187354e-01  5.86337745e-01  1.21618710e-01  1.18785632e+00
  7.80132413e-01 -5.45136213e-01 -3.09116185e-01  1.30807674e+00
  8.22025955e-01  8.14153194e-01 -3.54645520e-01 -2.94027418e-01
 -2.48787671e-01 -1.07279599e-01  5.10595322e-01 -7.38581181e-01
 -5.92774272e-01 -1.11612178e-01 -4.11019802e-01 -7.01269925e-01
 -7.14950085e-01 -1.94017157e-01  1.13014662e+00 -1.36647373e-01
 -2.07009599e-01  2.69282877e-01 -6.57887682e-02  9.26016688e-01
 -1.99339479e-01  9.02319729e-01 -2.48786449e-01 -4.87765968e-01
  1.19958532e+00 -8.49041820e-01 -3.27543557e-01 -1.05304885e+00
  8.92833695e-02 -1.27208099e-01 -4.59768206e-01  1.36689985e+00
  5.18159986e-01  3.88469875e-01  9.01323333e-02  4.43389833e-01
  4.61961418e-01  2.75972456e-01 -7.05340028e-01 -2.30421811e-01
  4.82129097e-01 -7.41888225e-01 -1.41324782e+00 -2.64323294e-01
  5.02514131e-02  1.46890807e+00 -2.23255163e-04  5.79724371e-01
 -4.75649744e-01  2.23399073e-01  4.03736293e-01 -3.50596197e-02
 -9.94155228e-01 -4.19878870e-01 -9.23161358e-02 -8.20236802e-01
 -1.91624179e-01  2.95949392e-02  7.99659610e-01 -3.27923000e-01
  8.75912547e-01 -4.16648537e-01  3.74561772e-02  2.52525032e-01
 -3.45940202e-01  1.61654532e+00  1.03978419e+00  1.31225705e+00
 -7.19929263e-02 -4.84059632e-01  2.99360633e-01  1.17802523e-01
 -2.06535602e+00  5.86085320e-01  1.22217081e-01 -3.36891651e-01
  9.56797481e-01 -4.44989055e-01 -9.24367309e-01  1.22755326e-01
 -7.03649402e-01  1.00171113e+00 -1.21426392e+00 -7.29800314e-02
  1.24531701e-01  1.30950540e-01  3.07785086e-02  7.80073881e-01
  1.27960670e+00 -1.17094362e+00  6.97697639e-01 -4.29118335e-01
 -1.77962497e-01  9.38633263e-01 -2.71257073e-01  3.76598299e-01
  1.27924907e+00 -1.27464807e+00 -1.22866940e+00 -4.36440855e-01
  3.64607394e-01  3.56910795e-01  5.61511874e-01  1.21135846e-01
 -1.84682131e-01 -3.04384887e-01 -4.41471010e-01  8.10603127e-02
  5.01708210e-01  2.06338018e-02  1.07194886e-01  3.73879850e-01
  1.86440259e-01 -1.28210795e+00 -7.27846742e-01  4.15039539e-01
  5.44715226e-01 -3.92059982e-01  2.77015686e-01 -9.16773140e-01
  1.04883218e+00  2.35267868e-03 -4.94919688e-01 -8.62549961e-01
  1.94539413e-01 -2.14825109e-01  9.01098251e-02  3.29707444e-01
 -3.97547185e-01  3.87191385e-01  3.27560931e-01 -1.41391009e-01
 -8.73320401e-01 -3.39348733e-01  3.00404876e-01 -1.28456354e-01
  1.28157783e+00  4.94591951e-01  3.20711620e-02 -3.54409888e-02
  8.32026154e-02  7.41576970e-01 -2.86892265e-01  8.83902550e-01
 -4.77625459e-01  5.41712701e-01 -1.16258703e-01  1.75909233e+00
  1.14746916e+00 -5.36432974e-02 -8.94314170e-01  4.45041895e-01
  7.06860721e-01  2.11584061e-01 -4.85553682e-01  9.71197426e-01
  1.35110438e+00 -7.84769878e-02 -7.64525056e-01  2.80291438e-02
  2.27577806e-01 -5.20336509e-01 -1.95237011e-01  1.57356644e+00
 -4.49263811e-01  3.66317660e-01  5.44286489e-01  1.73066288e-01
  2.23944470e-01 -2.83317082e-02  2.93266356e-01  4.78829771e-01
 -5.64431064e-02 -1.11714387e+00  3.31943542e-01 -1.25784636e+00
  7.58332133e-01  1.16344951e-01  7.53736734e-01  3.00810426e-01
 -1.54015034e-01  2.95549985e-02  6.93235407e-03 -4.24517572e-01
 -1.14080048e+00 -7.70752549e-01  2.22086862e-01 -8.16628277e-01
 -3.67351770e-02 -6.88202202e-01  5.70569634e-01  1.53194296e+00
  2.59997129e-01  1.06982493e+00  3.34619343e-01 -1.57290542e+00
  9.59318876e-02  1.15813470e+00 -5.91139674e-01 -3.51173401e-01
  1.35383680e-01 -7.36537427e-02  1.28637636e+00 -1.29047728e+00
 -1.23200488e+00 -7.67422140e-01 -1.07914492e-01 -1.06147669e-01
 -1.68224815e-02 -2.96086222e-01 -2.07091182e-01  1.32422626e+00
 -5.47054470e-01  4.70805556e-01 -1.96016276e+00 -1.14373815e+00
  4.20548737e-01  8.84883761e-01  7.16030598e-01  1.23357463e+00
 -6.22973323e-01 -7.89985582e-02 -2.75845945e-01  1.34906960e+00
 -2.87240148e-01 -1.10617304e+00  1.23125267e+00  1.96215272e-01
  7.01493919e-01 -1.32366762e-01 -4.47676241e-01  3.51738334e-02
 -6.05194747e-01 -1.73657924e-01 -2.11661011e-01  4.69864279e-01
 -8.89175296e-01 -3.20825994e-01 -1.03423309e+00  1.73619270e-01]"
acid,-0.12934771180152893,0.5962393879890442,"[-6.26558244e-01 -5.57306290e-01 -2.87442356e-01 -7.63360202e-01
 -6.31113231e-01  8.78627241e-01  3.29618782e-01 -1.25369117e-01
 -1.98925272e-01 -6.20337188e-01 -5.84195077e-04  1.29919636e+00
  4.06271785e-01 -1.24125588e+00  1.17491417e-01 -1.64070949e-01
  2.85430010e-02 -5.13823628e-01  5.02237797e-01 -2.33962357e-01
  4.32835460e-01  6.80035427e-02 -5.59084475e-01  3.67400557e-01
 -1.31192103e-01 -1.26066566e-01 -1.89839855e-01  3.12984943e-01
 -5.96769750e-01  9.23915729e-02  6.59943402e-01  1.24027836e+00
  6.37623966e-01 -1.04446673e+00 -5.87672055e-01 -5.61848581e-01
  5.41065931e-01  7.85524070e-01 -1.43936485e-01 -6.03363276e-01
 -2.68976092e-01 -7.08927691e-01 -3.62286568e-01  6.75556958e-01
 -2.85615567e-02  5.04480302e-01  7.16480017e-01  5.18156469e-01
 -8.24973524e-01  5.12995780e-01 -1.09000586e-01  9.96421158e-01
  2.08120957e-01  1.68395147e-01 -4.20474142e-01  3.91216129e-01
  6.34224355e-01  1.66491911e-01  1.22182863e-02  7.35446274e-01
  5.68945408e-01  4.56922680e-01 -1.99398652e-01 -2.69026726e-01
 -4.57150728e-01 -8.32900107e-02  3.72304946e-01 -5.60553312e-01
  1.77894592e-01  1.83624968e-01 -2.89266527e-01 -5.34971893e-01
 -4.91630793e-01  9.07424390e-02  1.05672300e-01 -1.55861214e-01
  5.28377533e-01  1.58712015e-01 -1.70805350e-01  8.03862438e-02
  7.39322126e-01 -2.15228438e-01 -5.50195456e-01  5.26533186e-01
  8.22333574e-01  8.10102761e-01  8.70803464e-03  5.62088311e-01
 -1.03507973e-01  2.08183840e-01 -1.33893251e-01  7.72854090e-02
  2.32053995e-01 -3.71626258e-01  1.67376444e-01  4.01751399e-01
 -8.37398097e-02  8.05519104e-01 -6.09838247e-01  8.33689645e-02
 -6.11601956e-02  1.61861420e-01 -5.49768806e-01 -6.20934479e-02
  6.09977394e-02 -2.36704230e-01 -1.12031894e-02 -4.28308994e-01
 -1.23424327e-03  9.85439122e-01  2.69960701e-01 -2.53163338e-01
 -5.72045863e-01 -4.06236023e-01  2.17597917e-01 -4.25053447e-01
 -3.55889440e-01  2.44645998e-01  2.31212243e-01  6.50585473e-01
 -8.16882476e-02 -8.61531720e-02 -6.55648053e-01  2.65763760e-01
  6.07662022e-01  6.15928471e-01  6.19188666e-01 -1.58789754e-01
  1.64916813e-01 -4.11220938e-01 -3.03808808e-01 -8.37107718e-01
 -3.27886134e-01  4.60309416e-01  1.16558827e-01  6.99444532e-01
  7.11033568e-02 -4.23959494e-01  7.36651793e-02 -8.81402075e-01
 -1.81008860e-01 -4.08757515e-02 -7.92336702e-01  2.17116967e-01
  5.15557416e-02 -4.29177761e-01 -3.11334282e-01  2.05810130e-01
  1.85607612e-01 -5.40718734e-01  5.45828402e-01 -5.41543663e-02
 -2.63276994e-01  2.68891335e-01  6.16868399e-02 -3.90136093e-01
  5.70136964e-01 -3.18343312e-01 -3.86308402e-01  3.83040816e-01
  4.25802499e-01  1.98385622e-02 -4.31057841e-01  2.63092637e-01
 -2.21463159e-01 -1.06456906e-01 -2.90400058e-01 -6.01455383e-02
  7.91397274e-01 -3.16482574e-01  9.25069869e-01  3.62528294e-01
 -8.33479583e-01 -1.13327159e-02  9.10024643e-02 -3.76266241e-02
  3.28154743e-01 -3.79383057e-01  6.72660291e-01 -9.70534146e-01
  4.69372243e-01 -2.14738324e-01 -2.42531583e-01  4.70405221e-02
  1.93544105e-01 -9.94997501e-01 -3.85230631e-01  6.57861382e-02
  1.56162754e-01  4.62793827e-01 -1.40280768e-01  7.96107709e-01
 -4.92541522e-01  1.54328704e-01  7.99596846e-01  1.89862940e-02
  7.08321869e-01 -3.25062126e-02  3.25215578e-01 -1.87310264e-01
 -4.34972048e-02 -1.20827770e+00 -6.52426541e-01  8.11784089e-01
 -1.74534619e-01  9.01035607e-01 -1.93630774e-02  1.25904596e+00
 -1.93728402e-01  6.91890776e-01 -5.30940592e-01 -1.01540558e-01
 -2.42126677e-02 -1.59684569e-02 -7.39161745e-02  5.18917561e-01
  1.05240119e+00  4.30978388e-01  3.18053991e-01 -1.33353427e-01
 -5.53862631e-01 -3.09765458e-01  3.41801167e-01  1.38074234e-01
 -1.18121207e+00  3.70245963e-01  1.82444915e-01 -1.59678519e-01
  2.22779468e-01  2.09745005e-01  1.14102475e-01  5.37977040e-01
  7.24435866e-01 -2.21652165e-01  6.33166492e-01 -5.49541414e-01
  6.64477527e-01  5.76184034e-01  3.34549904e-01  2.43955001e-01
  2.19742998e-01  2.20532492e-01 -2.52355993e-01  5.63776374e-01
 -3.97919677e-02 -1.62866190e-01 -1.63401797e-01  3.46361279e-01
  4.97480005e-01 -5.30827820e-01  2.21908405e-01  2.63151169e-01
 -1.27122745e-01 -2.14600876e-01 -1.25689402e-01  3.82484764e-01
 -5.26323855e-01  7.32674003e-02 -4.35522109e-01  1.02270775e-01
  6.14856303e-01  5.08913934e-01  9.88633692e-01 -9.33307409e-01
 -6.86161071e-02  1.53959110e-01 -2.80366808e-01 -4.11687732e-01
  4.29611892e-01 -2.14018941e-01  2.31765628e-01 -1.03949092e-01
  5.18357694e-01 -3.84087473e-01 -2.76733190e-01 -1.62903994e-01
 -4.03831750e-02  6.56992495e-01 -4.35170345e-02  3.15408260e-01
  1.37290880e-02 -4.51748185e-02 -2.55882114e-01  3.85407478e-01
 -4.93781298e-01  9.81935039e-02  7.29806185e-01  2.93566227e-01
  9.99734104e-02 -6.86133280e-02  8.51725638e-01  6.68180212e-02
 -8.28496516e-01  5.69141924e-01 -1.15546048e-01  4.58658725e-01
 -3.20704728e-01  1.08191200e-01 -6.71189070e-01  1.81713179e-01]"
salt,-0.14500580728054047,0.6140969395637512,"[ 6.19792528e-02 -1.50606573e+00  5.30986011e-01 -8.23092520e-01
  8.34539309e-02  3.93906832e-02  6.05358556e-02  4.73334640e-02
 -5.85462868e-01 -8.38019788e-01 -7.86387622e-01 -4.21827361e-02
 -4.81212288e-02 -3.29146624e-01  2.84852147e-01 -2.83819586e-01
 -1.12688613e+00 -1.07936472e-01  5.15314937e-01  8.93847346e-01
 -4.08689976e-01  2.08348796e-01 -3.29869270e-01  7.33781099e-01
  7.59282783e-02 -5.98403394e-01  9.97066200e-02  4.23863791e-02
 -4.21092838e-01 -3.47060889e-01  1.52985379e-01  1.50506020e+00
  7.16493249e-01 -1.11323786e+00 -4.45558757e-01  4.43994105e-01
 -4.50259358e-01  6.36903882e-01 -5.38346708e-01  6.20898418e-02
  4.49048847e-01 -2.99453199e-01 -2.62097288e-02  2.22331792e-01
  4.47162777e-01 -8.48725885e-02 -1.71151444e-01  4.95196760e-01
 -3.46411407e-01 -2.04598904e-01  1.21762252e+00 -1.26983851e-01
  5.03093600e-01 -1.45494252e-01 -1.29666075e-01  7.94973135e-01
  1.17821002e+00  3.00523430e-01 -1.34891883e-01 -5.91706991e-01
 -2.46115610e-01 -5.96340537e-01 -8.09082463e-02  2.41027941e-04
  3.63135457e-01  2.57351071e-01  1.05066538e-01 -1.23512588e-01
  3.53456289e-01  2.52960265e-01 -2.40676165e-01  1.85375988e-01
 -8.93862844e-01  3.82256895e-01 -5.18917620e-01  5.61777532e-01
  4.36508417e-01 -2.19588608e-01  9.35994565e-01  7.90807724e-01
  5.41007876e-01 -2.42466852e-01 -1.08314431e+00 -4.40617681e-01
  2.60675579e-01  1.29833829e+00  2.35815763e-01 -3.01848985e-02
 -2.34679163e-01 -3.97341400e-02  2.34550402e-01 -6.46028221e-01
 -1.25733912e-01 -2.33040065e-01  3.27336252e-01 -4.14363027e-01
  9.70747411e-01  2.28266850e-01  4.57129925e-02 -3.53082013e-03
 -9.01598036e-02  8.79768550e-01 -2.28045732e-01  5.40498018e-01
 -5.53440511e-01 -2.20436424e-01  1.27850279e-01  3.83617766e-02
 -2.50229090e-01  9.29115176e-01  9.40850154e-02  3.07250828e-01
 -2.02107295e-01 -5.02407372e-01 -1.50381878e-01 -9.06055719e-02
 -4.25537527e-01  9.98208463e-01  1.16956413e+00  2.96460092e-01
 -5.14795244e-01  3.62106621e-01 -1.94307372e-01  2.49768466e-01
  1.18951797e-01 -2.37873852e-01 -6.47442698e-01 -3.16298723e-01
  2.54186131e-02 -4.67211872e-01 -3.63923073e-01 -7.84426987e-01
  1.91181764e-01  4.89325196e-01 -2.66079962e-01  5.08204997e-01
 -1.61056131e-01  2.38703117e-01  1.40911973e+00  2.75464922e-01
 -3.18627805e-01 -4.39307690e-02  5.32291234e-01  4.30557370e-01
 -3.43160272e-01 -5.50661445e-01  1.32922269e-02 -4.11056787e-01
 -4.70802367e-01 -6.34502590e-01  7.24842072e-01  1.20182306e-01
  2.53227085e-01 -1.74262181e-01 -5.23021936e-01 -1.69393405e-01
  3.15200120e-01 -1.93668976e-02 -6.06853813e-02  1.86235324e-01
  8.20241213e-01 -7.03715026e-01 -5.39605580e-02 -1.57780811e-01
 -7.64420748e-01 -7.96230078e-01 -5.63035011e-01 -2.98144460e-01
  2.56914824e-01 -3.82608563e-01  9.36844647e-02  1.37442112e-01
 -2.76416540e-01  8.02592397e-01 -2.15835527e-01  8.81929755e-01
  1.02818060e+00 -2.63975412e-01  4.83584076e-01 -2.28738949e-01
  3.28906864e-01 -2.94787526e-01 -8.99721012e-02  1.61939323e-01
  2.34003469e-01 -1.20814109e+00 -1.87251344e-01 -6.02407873e-01
 -5.61228752e-01  3.73243392e-01  3.05070400e-01  9.40508008e-01
 -4.01678830e-01 -2.84489274e-01  7.28243172e-01  2.81431824e-01
  7.96821177e-01 -6.80505097e-01 -3.25465083e-01 -8.73482823e-01
 -4.86742139e-01 -4.99185594e-03  9.89891514e-02 -6.41391128e-02
  1.54245809e-01  3.80445838e-01  2.24481881e-01  8.06680247e-02
  1.25507832e-01 -5.09559549e-02 -8.77465904e-01 -4.55558240e-01
 -4.40808028e-01  9.69407916e-01  4.74590175e-02 -2.01789051e-01
  4.79313105e-01  3.64262909e-01  6.18722618e-01 -1.14555925e-01
  3.27604502e-01 -3.93946022e-01 -8.51118863e-01  8.48470390e-01
 -1.98041767e-01  3.13538522e-01  3.17589074e-01 -2.17768043e-01
  9.04813632e-02 -2.29224041e-01 -2.98356175e-01  2.10139200e-01
  1.52355403e-01  2.02053741e-01  1.15692031e+00 -1.09003440e-01
  1.73317328e-01  3.25343758e-01 -2.21701697e-01  9.09509212e-02
 -8.10288712e-02  4.46134359e-01  7.32190907e-02 -4.59254473e-01
  3.98928285e-01  5.80763817e-01  7.97943957e-03 -3.35398577e-02
 -5.08448064e-01 -6.89368904e-01 -9.64125544e-02 -2.21697733e-01
 -7.08128870e-01 -4.12594110e-01  4.58749793e-02 -5.34056835e-02
 -8.88779402e-01 -9.45193708e-01  3.01240593e-01  1.62569970e-01
  4.25202101e-02 -2.93660969e-01 -4.53796178e-01  1.51183948e-01
  3.14073712e-01  9.11357880e-01  9.10888016e-01 -9.02183652e-01
  7.33961165e-01 -4.49310802e-02  6.15108669e-01  2.23916829e-01
 -9.59443390e-01 -1.71111211e-01 -7.42524505e-01 -3.16609114e-01
  2.62511879e-01  6.37657166e-01  6.81080297e-02  8.60639513e-01
 -9.09418762e-01 -4.76190716e-01 -7.02295005e-01  1.94680229e-01
 -3.93974751e-01  4.11448091e-01  5.58943331e-01  6.55249059e-01
  3.07422698e-01 -3.62409830e-01  3.62153560e-01  7.89679289e-01
  2.05452353e-01 -2.42185488e-01  1.04371615e-01 -3.16259116e-01
 -7.38843322e-01 -1.33205757e-01 -4.99021947e-01 -8.11626315e-01]"
piquant,-0.12094835937023163,0.36996471881866455,"[-1.01897597e+00 -7.25086033e-02 -2.60005832e-01 -5.02242804e-01
 -2.06681275e+00  1.55594087e+00  1.52747512e+00  2.23602742e-01
 -4.70950186e-01  1.81288049e-01 -9.48246717e-01  8.76272678e-01
 -9.78216231e-02 -1.30393016e+00  4.05198038e-01 -1.30756572e-01
 -6.36545181e-01 -6.93912208e-02  3.89645755e-01  1.88693330e-01
 -7.70652115e-01  2.69801289e-01 -1.74200892e-01  1.38022318e-01
 -2.83859164e-01 -5.77910304e-01  2.39173725e-01 -1.37956250e+00
 -1.41043031e+00  1.29170620e+00  3.66561338e-02  1.42105258e+00
  7.05353558e-01 -9.18271482e-01 -5.35761178e-01  8.82984757e-01
 -2.69279569e-01  7.62857020e-01  7.06392884e-01 -4.32377368e-01
  8.38864028e-01 -9.78267938e-02  3.78345698e-02  1.50931746e-01
 -7.66391218e-01 -1.08016193e+00 -2.81410396e-01  4.38887000e-01
  4.78116244e-01  6.89618230e-01  3.65349859e-01  2.70678043e-01
  9.16531861e-01  5.21366775e-01  7.56089017e-02  6.53600276e-01
  9.73154187e-01  1.76327014e+00  5.95845938e-01 -4.24461663e-01
 -1.06619343e-01  8.85227263e-01  1.46017635e+00  5.51415980e-02
  5.24150804e-02  8.66764337e-02  3.62189651e-01  6.93886399e-01
  7.96496749e-01 -4.94083166e-01  9.79768753e-01 -1.10847257e-01
  4.10015523e-01  4.58015621e-01  1.44545838e-01 -6.61398172e-02
 -6.19734108e-01  2.57370114e-01  1.09215297e-01 -3.02546501e-01
  1.73824346e+00  8.28664958e-01 -9.88075510e-02 -5.87716140e-02
 -3.44346523e-01  1.27125633e+00  5.77130675e-01  8.12095523e-01
  4.84398127e-01 -1.90298691e-01  8.11940730e-01 -1.37721527e+00
 -1.57905683e-01  3.18432748e-01  1.45735645e+00  2.96047032e-01
  1.49064219e+00 -5.59486151e-01 -9.95789189e-03  5.21627784e-01
 -4.43353027e-01 -7.72207975e-01 -5.01738429e-01 -3.66951942e-01
  2.90300455e-02  5.14212906e-01 -1.70056764e-02 -5.48972070e-01
 -6.96610451e-01  8.79013121e-01  3.37418169e-01 -7.59281367e-02
 -1.04293215e+00 -1.44914657e-01  7.18224347e-01 -3.55079383e-01
 -7.30907992e-02  2.75098473e-01 -5.07691085e-01  2.38913088e-03
 -2.05633807e+00  2.12747306e-01 -6.45840764e-01  4.29346532e-01
  1.72755066e-02  5.97669065e-01 -7.60036588e-01  1.08919990e+00
 -2.24178694e-02 -8.40012074e-01  3.47065687e-01  5.26830733e-01
 -7.88038611e-01  2.38462269e-01 -2.73264386e-02  5.51519632e-01
 -3.80215406e-01  1.27318120e+00 -6.75568938e-01 -3.35045338e-01
 -3.54926527e-01  1.01416302e+00  7.96618223e-01  5.70536852e-01
 -1.50437152e+00 -5.93310058e-01  7.66750216e-01 -8.80785048e-01
 -1.31287348e+00 -5.06821126e-02  6.20045364e-01  1.06401354e-01
 -9.45767045e-01 -6.23920143e-01 -9.68225300e-01 -6.50043726e-01
 -3.40745077e-02  3.71707737e-01  7.81834126e-01  2.91721642e-01
 -4.24318552e-01  3.32367718e-01 -2.43515059e-01  8.45732927e-01
 -8.52064013e-01 -7.06644595e-01 -3.10121864e-01 -4.04181927e-01
  1.07755673e+00 -4.48387057e-01  6.49339736e-01  1.33140683e-01
 -3.35026324e-01  1.41544807e+00  9.17751908e-01  1.34020233e+00
  2.65202820e-01  5.80634400e-02  4.31571692e-01  4.64963108e-01
  1.03407156e+00  5.78291237e-01  2.01288164e-01 -6.55792058e-01
  1.75841659e-01 -7.47274637e-01  5.81910312e-02 -4.88378048e-01
  3.73110443e-01 -5.34987152e-01  2.61984933e-02 -4.31813926e-01
 -5.70504032e-02  4.16826785e-01  6.89351618e-01  5.59510827e-01
  1.05337763e+00 -3.57527912e-01  5.78669198e-02  6.89230144e-01
 -1.30905044e+00 -2.72558421e-01  5.71555734e-01 -8.47200453e-02
  2.40976512e-01  4.20916192e-02  8.10819805e-01  6.72773361e-01
 -8.73579144e-01  2.40244642e-01  2.83804778e-02 -3.11768472e-01
  9.43476260e-01  1.04319894e+00 -6.91643953e-01 -9.82548892e-01
  1.14945197e+00  1.05836272e+00  1.05621874e+00  6.81726038e-01
 -1.02623832e+00  1.37330666e-01  1.80423349e-01 -5.01435280e-01
  1.50495753e-01  8.32911074e-01  6.60339475e-01  8.33719552e-01
  2.77274847e-01  1.33298337e-03 -3.59013170e-01  8.42106104e-01
 -2.31706545e-01 -6.36652589e-01  3.89355451e-01 -6.55676305e-01
  3.97386402e-01 -1.93726018e-01  4.54795271e-01  5.53654432e-01
 -5.18023849e-01  2.07293242e-01  6.31692052e-01 -3.65599468e-02
  4.03329790e-01 -6.46741569e-01 -8.25359583e-01  3.45391363e-01
 -8.58709991e-01 -1.02230775e+00  2.13096157e-01  3.24118704e-01
 -2.54131943e-01 -9.87634599e-01  9.45948720e-01  5.82112193e-01
 -6.19748116e-01  8.24917495e-01 -6.65254772e-01 -7.94358030e-02
 -4.83053893e-01 -2.91422933e-01  9.05568302e-01 -6.83691680e-01
  2.04642698e-01  2.86627293e-01  2.81843424e-01 -4.34572458e-01
  7.12723672e-01  9.81864691e-01  2.78905511e-01  9.08893526e-01
 -4.44777995e-01 -4.59514409e-02 -5.11958838e-01 -1.22483075e+00
  6.83962703e-01  4.73953933e-01  1.28807366e+00  8.48657846e-01
  3.43946159e-01 -7.68606007e-01 -3.86759907e-01 -2.33529508e-01
 -7.46419907e-01 -4.20101732e-01  1.31331933e+00  9.08894241e-01
  9.20430958e-01 -4.32174265e-01  9.64600384e-01 -1.57899424e-01
  7.30934799e-01 -4.17165667e-01  1.11220706e+00 -3.70383710e-01
  5.11829555e-02 -8.01471949e-01  1.33610690e+00  3.94206703e-01]"
